Price,Close,High,Low,Open,Volume
Ticker,TSM,TSM,TSM,TSM,TSM
Date,,,,,
2010-01-04,7.298706531524658,7.368037724784177,7.229375338265138,7.241980736545445,8096400
2010-01-05,7.2671942710876465,7.349131487807973,7.2230744625025896,7.311314680760014,14375900
2010-01-06,7.241982460021973,7.31761667096495,7.172651250262729,7.2861028672208334,13608400
2010-01-07,7.002473831176758,7.210468061730414,6.977262427506232,7.191559659249339,27346600
2010-01-08,6.996170997619629,7.07180520394521,6.952050593114275,7.0213823997281555,16895300
2010-01-11,6.958354473114014,7.084411499584187,6.857508851937876,7.02768568740078,22214500
2010-01-12,6.744058132171631,6.889024182872545,6.6873323123794215,6.8575097717560505,20863400
2010-01-13,6.920536041259766,6.939445043249623,6.750359230961641,6.750359230961641,13482300
2010-01-14,6.851205348968506,6.939445561583829,6.844902347834424,6.939445561583829,8692400
2010-01-15,6.681027412414551,6.895324005470487,6.655816013167549,6.895324005470487,15426400
2010-01-19,6.907931327819824,6.926839730602363,6.6873310913701545,6.731451499312461,14898100
2010-01-20,6.807084083557129,6.876415277903477,6.750358287688689,6.870112278120952,13604800
2010-01-21,6.674724578857422,6.889021778346988,6.655816179222221,6.844901377748603,13943800
2010-01-22,6.35958194732666,6.649513354078795,6.35958194732666,6.6243019535389225,21017600
2010-01-25,6.39739990234375,6.548668933974725,6.35958309525149,6.35958309525149,20606500
2010-01-26,6.302855968475342,6.416307568255797,6.271341568415528,6.403701567796998,21913300
2010-01-27,6.296554088592529,6.391097305594057,6.265039682925354,6.321765492908812,22963800
2010-01-28,6.334371566772461,6.42891418374881,6.233525948374409,6.416308781992703,40246500
2010-01-29,6.403700828552246,6.536060812654048,6.3658840337157985,6.454123622392255,30073000
2010-02-01,6.3532795906066895,6.485639607122964,6.252433978229958,6.391096995791595,23074400
2010-02-02,6.277645111083984,6.35327931711063,6.239827707527042,6.35327931711063,18259200
2010-02-03,6.340673446655273,6.3910962469355095,6.252433245621263,6.290250045287844,14829600
2010-02-04,6.101164817810059,6.334370418347054,6.050742017752718,6.315462018597349,18370700
2010-02-05,6.025530815124512,6.1200734180575065,5.9246846106188515,6.050742215979125,33731000
2010-02-08,6.05704402923584,6.138981224356053,5.943593036912367,6.113769825941153,25173000
2010-02-09,6.050742149353027,6.189404551982949,6.019227748359971,6.1137703502519365,29316300
2010-02-10,6.113770008087158,6.1326784071898786,5.994016012320372,6.050741810715702,17525600
2010-02-11,6.23352575302124,6.246131154382304,6.050742925131198,6.1389825379204925,13726100
2010-02-12,6.120072841644287,6.208313036868218,6.082255443380559,6.170495638604489,13563900
2010-02-16,6.246131420135498,6.252434421627844,6.126377397217465,6.145285800607195,9532800
2010-02-17,6.315463542938232,6.340674949052089,6.2398287235093255,6.271343131423481,13959400
2010-02-18,6.340673446655273,6.3658848467953915,6.2461302453144345,6.340673446655273,5162700
2010-02-19,6.315463542938232,6.3595833533656485,6.252434727109922,6.334371947251792,8055100
2010-02-22,6.302855968475342,6.35958176836557,6.290249968016542,6.321764368076356,8422700
2010-02-23,6.208313941955566,6.321764951112051,6.164193537367872,6.321764951112051,18118100
2010-02-24,6.189404487609863,6.277644689255235,6.1452846873307765,6.208313488661355,13237600
2010-02-25,6.145284175872803,6.170495574089308,6.025530184616191,6.145284175872804,18311800
2010-02-26,6.145284175872803,6.164192574263395,6.075952981049201,6.132678176220977,9389800
2010-03-01,6.271342754364014,6.3028571603833905,6.233525948010601,6.246131349765972,13623900
2010-03-02,6.271342754364014,6.365885972422144,6.239828348344637,6.315463163226061,12070900
2010-03-03,6.214616298675537,6.346976309348242,6.183102497014562,6.340673909668389,13229000
2010-03-04,6.220919132232666,6.24613053353614,6.145284928322243,6.15789092951759,21949000
2010-03-05,6.384794235229492,6.397399636707735,6.277645617771648,6.296554020532653,17723700
2010-03-08,6.447823524475098,6.460429529151485,6.39740070794432,6.4226121162097085,16149800
2010-03-09,6.460427284240723,6.517153083398248,6.403701485083197,6.4226098844399795,14016900
2010-03-10,6.517153739929199,6.617999348107354,6.43521653301264,6.454124934274234,12284500
2010-03-11,6.6180009841918945,6.618000984191895,6.491943942805717,6.529760754677877,18740500
2010-03-12,6.510850429534912,6.611696032917542,6.460427627843598,6.586484632071885,12629000
2010-03-15,6.391096591949463,6.4604277958057335,6.346976188507086,6.454124795158648,11265700
2010-03-16,6.485637664794922,6.510849060338759,6.372186084304109,6.3910950817773005,9673400
2010-03-17,6.567576885223389,6.599091289688139,6.5171540785146975,6.529759479648235,12314400
2010-03-18,6.517153739929199,6.605393346541465,6.441519533795584,6.592787946062815,13981900
2010-03-19,6.35958194732666,6.517153350972664,6.353278946919891,6.35958194732666,12898200
2010-03-22,6.416306972503662,6.454123768194413,6.3280667807466955,6.359581177880408,9479200
2010-03-23,6.473033428192139,6.485638827680685,6.397398626912096,6.428913027264248,19340200
