Price,Close,High,Low,Open,Volume
Ticker,ORCL,ORCL,ORCL,ORCL,ORCL
Date,,,,,
2010-01-04,20.104782104492188,20.37985771327853,19.95106301884525,19.95106301884525,26795000
2010-01-05,20.08050537109375,20.10477728715857,19.700254611534177,19.99960052734256,28669900
2010-01-06,19.789247512817383,20.161409157298866,19.72452394983775,20.04005266960349,24560700
2010-01-07,19.72452735900879,19.910608984977458,19.481814341667715,19.78925093317519,30469700
2010-01-08,19.967239379882812,20.023872307183904,19.6193496343115,19.643621550211197,23542400
2010-01-11,19.97532844543457,20.064322377128676,19.716434202085516,19.97532844543457,19002400
2010-01-12,19.870153427124023,19.91060662063162,19.667892088980693,19.870153427124023,26204600
2010-01-13,20.064313888549805,20.218032859178933,19.862052653612285,19.926776187067063,24912300
2010-01-14,20.542625427246094,20.737188385849777,20.307527552527723,20.37238187206228,44685200
2010-01-15,20.461557388305664,20.78582898989352,20.258887444032137,20.64801336593756,42296200
2010-01-19,20.534521102905273,20.672336743042187,20.36427907192687,20.526414118632616,22732200
2010-01-20,20.315629959106445,20.3723772826342,19.869756806032427,20.307522977709823,39971500
2010-01-21,20.129180908203125,20.70476441417525,19.93461792690595,20.421026153273452,41756100
2010-01-22,19.577909469604492,20.307520704908377,19.545483093895736,20.21834701202298,33681500
2010-01-25,19.48063087463379,19.67519378838967,19.310387358692026,19.650872844326965,26366600
2010-01-26,19.359039306640625,19.561709323254846,19.21311819352798,19.39957423771318,28746000
2010-01-27,19.342824935913086,19.49685301975569,19.083407588126217,19.375251331261765,28819300
2010-01-28,19.02665138244629,19.60223475474269,18.880730340049524,19.521166478134198,41245700
2010-01-29,18.69426918029785,19.31849277785891,18.629414880956993,19.17257021777986,49957800
2010-02-01,18.82398223876953,18.9536908681819,18.532138595716116,18.93747844919198,29572800
2010-02-02,19.261749267578125,19.334710562043284,18.84019546539026,18.91315675985542,32150600
2010-02-03,19.253639221191406,19.326600504045274,19.067183296675303,19.253639221191406,23101100
2010-02-04,18.73480987548828,19.277965380222764,18.726702892283416,19.14014975823793,33254900
2010-02-05,19.091501235961914,19.188783454423117,18.702375454613914,18.929366266857784,45919600
2010-02-08,18.742919921875,19.172579278210137,18.726705952815397,19.083405540880705,32929200
2010-02-09,19.059080123901367,19.22932212041115,18.84830321423533,19.026652193376364,34084100
2010-02-10,18.73480987548828,19.14014975823793,18.580780287093713,19.05908147243821,40139200
2010-02-11,18.929372787475586,19.0590814259391,18.507818939344688,18.694274913854876,28159000
2010-02-12,18.978008270263672,19.050969553957437,18.621308832899558,18.734805022116824,33657700
2010-02-16,19.302289962768555,19.334717904289068,19.002339234950608,19.205009230705734,21582200
2010-02-17,19.602230072021484,19.68329832926381,19.40766718238894,19.415774162738014,26147200
2010-02-18,19.87787628173828,19.918409667950197,19.504962634340476,19.545497566801963,31679100
2010-02-19,19.715736389160156,19.894086970044388,19.602241689506055,19.78869770929474,25941000
2010-02-22,20.112966537475586,20.250782173085014,19.813015860486836,19.934617528083603,37081800
2010-02-23,19.845447540283203,20.17782624189644,19.76437922485935,20.11297189880726,25098300
2010-02-24,20.080537796020508,20.12917814811301,19.829225960003267,19.967041579472784,24530400
2010-02-25,20.161605834960938,20.18592523758675,19.62655578345966,19.821120281959523,29145200
2010-02-26,19.98325538635254,20.234565674118333,19.894081665935005,20.234565674118333,21048700
2010-03-01,20.056209564208984,20.19402513363608,19.894074600690747,19.942714935121383,19744300
2010-03-02,19.926509857177734,20.226462070075737,19.87786950106556,20.09675342294391,23535000
2010-03-03,19.86165428161621,20.015683870219267,19.780585995706765,19.86976126483205,20726400
2010-03-04,20.072425842285156,20.153494106529756,19.68330002940932,19.837328030600673,20925500
2010-03-05,20.226463317871094,20.26699669275695,20.13728803762324,20.153502006077236,19312900
2010-03-08,20.023786544799805,20.242668859533495,20.00757258185698,20.242668859533495,16843600
2010-03-09,20.169708251953125,20.348058757834686,19.91029102112394,19.94271894810192,21835800
2010-03-10,20.161605834960938,20.28320748683668,20.007576251252253,20.09675151754395,23095900
2010-03-11,20.38048553466797,20.469660789341912,20.104854334992776,20.104854334992776,24214600
2010-03-12,20.30752944946289,20.421025678936815,20.048112147092365,20.364278337324397,35344700
2010-03-15,20.49398422241211,20.57505095877441,20.169711091967397,20.20213902351142,22025300
2010-03-16,20.437231063842773,20.599367595123173,20.185920831981857,20.575046651556548,25478300
2010-03-17,20.648012161254883,20.83446967425711,20.38048791227215,20.4534492116537,30309400
2010-03-18,20.57505989074707,20.753410499166378,20.48588613278697,20.615594822773982,29185800
2010-03-19,20.4210205078125,20.858786708146898,20.22645758030291,20.71286412595253,45881000
2010-03-22,20.72097396850586,20.83447018490832,20.39670237788936,20.421023327028937,24945500
2010-03-23,21.069564819335938,21.077671801732613,20.7047598889783,20.810147567637497,25834200
2010-03-24,20.883115768432617,21.0776787715431,20.83447540421732,21.061464801388233,28837000
2010-03-25,21.110105514526367,21.280347552748733,20.850686645510187,21.037144199217003,54350900
2010-03-26,20.826358795166016,21.0776690314374,20.566941577563483,20.83446577649717,58562200
2010-03-29,20.729082107543945,20.956073006758476,20.599373464063927,20.793936429283953,28975300
2010-03-30,20.704763412475586,20.73718980133176,20.44534457038095,20.65612150981775,29819400
2010-03-31,20.84257698059082,20.907432849191476,20.51019838525752,20.53451933598277,27196400
2010-04-01,20.63990592956543,21.037140372321236,20.421023569703756,20.899324751390367,26562700
2010-04-05,20.73719024658203,20.86689889728981,20.550734254470733,20.680442905178513,19390200
2010-04-06,20.939861297607422,21.029036579458655,20.510200403345937,20.566949293955282,26937600
2010-04-07,21.00471305847168,21.06956737927605,20.875004416862936,20.883111400244605,29833200
2010-04-08,20.939861297607422,21.142531268179017,20.850686015756185,20.980394673222076,28266100
2010-04-09,21.183053970336914,21.19116095062483,20.793928194007158,20.91552980582916,19663700
2010-04-12,21.280536651611328,21.345515325618123,20.996254371876432,21.166822810189096,24773300
2010-04-13,21.402360916137695,21.629785388389468,21.118078776609956,21.126201300506523,33933000
2010-04-14,21.426729202270508,21.524197950113503,21.280528404325796,21.39424065246497,27920000
2010-04-15,21.280536651611328,21.442982562021417,21.231801484195888,21.353637853520695,23828200
2010-04-16,21.077470779418945,21.418609086747328,21.044980679095648,21.191183032123988,42289300
2010-04-19,21.27240753173828,21.361752212552553,21.012492916254384,21.101837597068656,27078800
2010-04-20,21.239912033081055,21.451092991803435,21.134322328326324,21.42672542183869,23703400
2010-04-21,21.3536319732666,21.38612052671657,21.101838325265856,21.21555213537416,24276800
2010-04-22,21.313018798828125,21.369874927818753,21.00437057750185,21.23179509346437,27275800
2010-04-23,21.50795555114746,21.540445654170124,21.248040923819687,21.25616344957535,27478900
2010-04-26,21.499826431274414,21.613540207763698,21.321135567095403,21.52419400106774,20080500
2010-04-27,21.101835250854492,21.540442277626894,21.03685660420819,21.394239935369427,26235700
2010-04-28,21.00436782836914,21.20742629059479,20.939389182425458,21.134325120256506,31820300
2010-04-29,21.093721389770508,21.231801264256305,20.882540314132598,21.10996644540737,18620100
2010-04-30,21.012493133544922,21.19930657170415,20.86629077352002,21.17493899529556,25567400
2010-05-03,21.126201629638672,21.239913867536117,20.88253055658451,21.158690176518064,19357000
2010-05-04,20.28148651123047,20.85005104554404,20.070305442748676,20.776949846869044,48382700
2010-05-05,20.257112503051758,20.403314842845223,20.00531889597941,20.184011333155027,33663600
2010-05-06,19.420515060424805,20.28148267747832,18.03159564657093,20.192137989819244,56242000
2010-05-07,19.01439094543457,19.69666738283901,18.770721453167063,19.428630321659615,63592900
2010-05-10,19.810388565063477,20.41144159379503,19.48549524537258,19.517985351948443,38947200
2010-05-11,19.64794158935547,19.989079943400974,19.582962929023633,19.69667519730098,29469800
2010-05-12,19.98095703125,20.06218074239922,19.647941209830286,19.664184712689384,27116300
2010-05-13,19.688549041748047,19.940341110467227,19.656060492177755,19.834751387847305,22780300
2010-05-14,19.314926147460938,19.59108584669293,19.11999016257015,19.57484079398199,28736600
2010-05-17,19.28243637084961,19.40427116983223,18.949420530664128,19.40427116983223,22401200
2010-05-18,19.030643463134766,19.45300552815707,18.933174698432136,19.33116918497542,29926200
2010-05-19,18.835708618164062,19.087500747435545,18.697628763554498,18.860074648898156,29806500
2010-05-20,18.153425216674805,18.705744432631473,18.145302693003327,18.640765792472628,40313300
2010-05-21,17.99910545349121,18.16155287441691,17.503642213959917,17.560499895733308,63119700
